created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,clean_text
2021-06-18 19:45:43+00:00,http://twitter.com/download/iphone,"As #Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow public health measures to help #StopTheSpread. 👇
 
More info ➡️ https://t.co/ViwgoKpPdM https://t.co/b8CJjdCiCz",0.3,0.5222222222222223,en,6,1.0,SportsFanGG,311,1340,0.0,covid19,Canada,"edmonton, alberta","as #covid19 vaccines roll out across the country it s important that we continue to work together and follow public health measures to help #stopthespread  
 
more info"
2021-06-18 19:46:15+00:00,http://twitter.com/download/android,"As #Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow public health measures to help #StopTheSpread. 👇
 
More info ➡️ https://t.co/ViwgoKpPdM https://t.co/b8CJjdCiCz",0.3,0.5222222222222223,en,6,2.0,yvonne4tn,3045,2173,0.0,covid19,Canada, ,"as #covid19 vaccines roll out across the country it s important that we continue to work together and follow public health measures to help #stopthespread  
 
more info"
2021-06-18 19:46:15+00:00,https://mobile.twitter.com,@FriedgeHNIC how many times does it need to be explained that the Covid 'vaccines' weren't designed to make people… https://t.co/TP4kJxVVO2,0.5,0.5,en,0,0.0,LincolnRejects,107,217,0.0, ,FriedgeHNIC, ,how many times does it need to be explained that the covid 'vaccines' weren't designed to make people
2021-06-18 19:46:16+00:00,http://twitter.com/download/iphone,"Some good news for Friday. Yesterday we had our highest daily administration of vaccines at over 58,000. On course for up to 330,000 this week. Hospital #Covid19 inpatients down to 52 (24 hospitals with 2 or less), 18 in ICU. As always, let's protect this huge progress @HSELive",0.1555555555555555,0.3711111111111111,en,1884,135.0,rmcgurk,274,644,0.0, ,paulreiddublin,ireland,some good news for friday yesterday we had our highest daily administration of vaccines at over 58000 on course for up to 330000 this week hospital #covid19 inpatients down to 52 (24 hospitals with 2 or less) 18 in icu as always let's protect this huge progress
2021-06-18 19:46:32+00:00,https://mobile.twitter.com,"How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,80,42.0,boongroup,468,932,0.0,covid19,CDCgov US_FDA,"austin, texas","how do we know #covid19 vaccines are safe

cdc &amp;  have safety monitoring systems to make sure every vaccine is as safe as possible one system vaers records adverse events from patients and doctors and can signal a potential safety issue more:"
2021-06-18 19:46:35+00:00,http://twitter.com/#!/download/ipad,Absolutely!The Lancet correctly chastises the Western States for their vaccine nationalisms &amp; long-standing racist… https://t.co/pwqF178VxM,0.0,0.0,en,0,0.0,67Capt_Canuck,1973,2491,0.0, , ,"ottawa, ontario",absolutelythe lancet correctly chastises the western states for their vaccine nationalisms &amp; long-standing racist
2021-06-18 19:46:37+00:00,https://mobile.twitter.com,"🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.1666666666666666,0.1888888888888888,en,572,633.0,nickialanoche,26362,21136,0.0, ,TelGlobalHealth WHOAFRO,"washington, dc","africa is ""in the midst of a full-blown third wave"" of coronavirus the head of  has warned

cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

 reports ~"
2021-06-18 19:46:46+00:00,http://www.echofon.com/,"Just 16 days, y’all!",0.0,0.0,en,0,0.0,gscottoliver,947,288,0.0, , ,*toddling along,just 16 days y all
2021-06-18 19:46:58+00:00,http://twitter.com/#!/download/ipad,"As #Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow public health measures to help #StopTheSpread. 👇
 
More info ➡️ https://t.co/ViwgoKpPdM https://t.co/b8CJjdCiCz",0.3,0.5222222222222223,en,8,3.0,RBCHeatherClark,930,2119,0.0,covid19,Canada,halifax ns canada,"as #covid19 vaccines roll out across the country it s important that we continue to work together and follow public health measures to help #stopthespread  
 
more info"
2021-06-18 19:47:01+00:00,https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels,"Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [18,45],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/xf0ksbGDjt",-0.75,1.0,en,0,0.0,PuneUpdater,88,0,0.0, , , ,"pin code:[411027] 
district hospital aundh
vaccines: covaxin
min age limit: [1845]
dose1 capacity: 0
dose2 capa"
2021-06-18 19:47:01+00:00,https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels,"Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1002,0,… https://t.co/unaZxHVahE",-0.75,1.0,en,0,0.0,PuneUpdater,88,0,0.0, , , ,"pin code:[411038] 
bsm-deenanath hosp pvt pmc
vaccines: covishield
min age limit: [1845]
dose1 capacity: 10020"
2021-06-18 19:47:01+00:00,https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels,"Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 331,27… https://t.co/qkjJqCdx9z",-0.75,1.0,en,0,0.0,PuneUpdater,88,0,0.0, , , ,"pin code:[411004] 
bmcc-deenanath hospital pvt
vaccines: covishield
min age limit: [1845]
dose1 capacity: 33127"
2021-06-18 19:47:04+00:00,http://twitter.com/download/android,"""In Africa, #COVID19 cases have increased by 52% just in the past week &amp; deaths have increased by 32%. 

We expect things to only get worse.

Less than 2% of Africa’s population has been vaccinated. Vaccines donated next year will be far too late."" 

-@DrTedros @WHO #VaccinEquity https://t.co/Wo6WViwwfc",-0.1452380952380952,0.5023809523809525,en,29,28.0,ortegadry,605,203,0.0,covid19,GHS,"england, united kingdom🇬🇧","""in africa #covid19 cases have increased by 52% just in the past week &amp; deaths have increased by 32% 

we expect things to only get worse

less than 2% of africa s population has been vaccinated vaccines donated next year will be far too late"" 

-  #vaccinequity"
2021-06-18 19:47:08+00:00,http://twitter.com/download/android,"Stay home if you're not sick too, that's what I do. 😅 #Anxiety #SocialAnxiety",0.3571428571428571,0.8571428571428571,en,0,0.0,CryptoKidJay,2652,4476,0.0,anxiety socialanxiety, ,"vancouver, canada ",stay home if you're not sick too that's what i do   #anxiety #socialanxiety
2021-06-18 19:47:09+00:00,http://twitter.com/download/android,"We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,928,516.0,vanscalo,496,1563,0.0,covid19,Winnie_Byanyima,south africa,"we are dying ugandans need the world to stand with them we need oxygen ppes #covid19 vaccines and money to pay our over-stretched health workers
world we need each other 

oxygen failure kills 30 covid patients at mulago   via"
2021-06-18 19:47:26+00:00,http://twitter.com/download/android,"With a third wave of #coronavirus now affecting Africa, many countries are facing a shortage of oxygen and a rise in preventable deaths.

Learn how we are helping protect older people in Africa 👉 https://t.co/JNhLYS8p2s

https://t.co/chT3WjCWTV",0.2222222222222222,0.2777777777777777,en,1,1.0,eldershope,62,158,0.0,coronavirus,Age_Int,tanzania,"with a third wave of #coronavirus now affecting africa many countries are facing a shortage of oxygen and a rise in preventable deaths

learn how we are helping protect older people in africa"
2021-06-18 19:47:41+00:00,http://twitter.com/download/android,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,26,22.0,Odi_Mafatshe,2397,2234,0.0,coronavirus,SABCNews,"pretoria, south africa",south africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589 the department of health has also reported 118 more deaths bringing the total to 58 411
2021-06-18 19:47:45+00:00,https://mobile.twitter.com,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,0.0,0.0,en,162,106.0,Link_Man_1,961,259,0.0, ,shawajason,bocchi's school of laughs,rt : liars you tried to load off your expired vaccines just another war crime by israel
2021-06-18 19:47:49+00:00,http://twitter.com/download/iphone,"New York is fully open and Michigan will be fully open by June 22. And Québec is much further along than Ontario.

As our neighbours move on it's time for us to follow. 

@fordnation open Ontario 100% and drop the mask mandate too.",0.0272727272727272,0.4909090909090909,en,222,81.0,JCole_Barrie,115,235,0.0, ,Milhouse_Van_Ho, ,"new york is fully open and michigan will be fully open by june 22 and qu bec is much further along than ontario

as our neighbours move on it's time for us to follow 

 open ontario 100% and drop the mask mandate too"
2021-06-18 19:47:52+00:00,http://twitter.com/download/android,"Y'all looked at this multiple times and no one said:
https://t.co/m5kawLBjbv",0.0,0.0,en,0,0.0,TheBoyTapes,19894,6987,0.0, , , ,y'all looked at this multiple times and no one said:
2021-06-18 19:47:54+00:00,http://twitter.com/download/android,"Our people are dying.  Hospitals, mortuaries are full. Families, communities failing to cope, nursing and burying daily.
Where are our global leaders! Rise and lead us! We need one global plan to scale up #COVID19 vaccine production &amp; roll our in all regions. #PeoplesVaccine",0.0875,0.1375,en,124,74.0,AsiaRonn,1085,1319,0.0, ,Winnie_Byanyima, ,"our people are dying  hospitals mortuaries are full families communities failing to cope nursing and burying daily
where are our global leaders rise and lead us we need one global plan to scale up #covid19 vaccine production &amp; roll our in all regions #peoplesvaccine"
2021-06-18 19:48:00+00:00,https://mobile.twitter.com,"This 👇🏾
“no point in giving somebody a recipe if they don’t have the kitchen or the cooking skills or the ingredien… https://t.co/xKkhHQZhbI",0.0,0.0,en,0,0.0,OxfamIreland,11782,5125,0.0, , , ,"this   
 no point in giving somebody a recipe if they don t have the kitchen or the cooking skills or the ingredien"
2021-06-18 19:48:09+00:00,http://twitter.com/download/iphone,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,26,23.0,suraya_asmal,1885,1752,0.0,coronavirus,SABCNews,south africa,south africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589 the department of health has also reported 118 more deaths bringing the total to 58 411
2021-06-18 19:48:09+00:00,http://twitter.com/download/iphone,"Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,120,111.0,archana1209,240,255,0.0, ,MoetiTshidi,"new york, new york","africa is in the midst of a full blown third wave the sobering trajectory of surging cases should rouse everyone into urgent action 

we ve seen in india and elsewhere just how quickly #covid19 can rebound and overwhelm health systems"
2021-06-18 19:48:16+00:00,http://twitter.com/#!/download/ipad,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.1333333333333333,0.4555555555555555,en,365,178.0,ljenkinsmidwife,408,444,0.0, ,globalhlthtwit,"england, united kingdom",dr moeti is head of who in africa and one of the best public health experts and leaders i know hers is a desperate request for vaccines to africa we plead with germany and the uk to lift patent restrictions and urgently transfer technology to enable production in africa
2021-06-18 19:48:23+00:00,http://twitter.com/download/android,"#COVID19 🇺🇬| @nmsuganda hands over 175,200 new COVID-19 vaccines to @MinofHealthUG in the presence of Ambassador @JaAniambossou 🇫🇷, Minister @JaneRuth_Aceng, @WHOUganda and @UNICEFUganda officials🤝 

@French_Gov is committed to COVAX facility and equitable access to vaccines🌍 https://t.co/xpm4R1Z8TL",0.1363636363636363,0.4545454545454545,en,85,31.0,AinneApp,1,16,0.0,covid19,FrenchEmbassyUg nmsuganda MinofHealthUG, ,"#covid19   |  hands over 175200 new covid-19 vaccines to  in the presence of ambassador     minister   and  officials  

 is committed to covax facility and equitable access to vaccines"
2021-06-18 19:48:38+00:00,http://twitter.com/download/android,"[Watch] How do vaccines work in our bodies, and how do they protect us? #COVID19 #VaccinateToSaveSouthAfrica https://t.co/oDTp5I6RWn https://t.co/lXXE9L38PE",0.0,0.0,en,7,7.0,Skatiq3,77,430,0.0,covid19 vaccinatetosavesouthafrica,GovernmentZA,"rustenburg, south africa",[watch] how do vaccines work in our bodies and how do they protect us #covid19 #vaccinatetosavesouthafrica
2021-06-18 19:48:41+00:00,http://twitter.com/download/iphone,"""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,70,55.0,lastmilehealth,8761,440,0.0,covid19,WHOAFRO,liberia,"""africa needs millions more doses here &amp; now to curb the third wave""

in the midst of a third wave of #covid19 cases in #africa dr  calls out for much-needed covid-19 vaccine doses during this critical time"
2021-06-18 19:48:42+00:00,https://areca-investment.business.site/?utm_source=gmb&utm_medium=referral,"This 👇🏾
“no point in giving somebody a recipe if they don’t have the kitchen or the cooking skills or the ingredients.""

👉🏽is simply not true.

From Bangladesh to Vietnam, there is capacity to produce #Covid19 vaccines.

#TRIPSwaiver #PeoplesVaccine 
https://t.co/eeoCj9jhjt https://t.co/YmABGmWRN1",-0.175,0.65,en,0,1.0,Sun_Moon_13,287,507,0.0, ,OxfamIreland,maldives,"this   
 no point in giving somebody a recipe if they don t have the kitchen or the cooking skills or the ingredients""

  is simply not true

from bangladesh to vietnam there is capacity to produce #covid19 vaccines

#tripswaiver #peoplesvaccine"
2021-06-18 19:48:43+00:00,https://mobile.twitter.com,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,779,257.0,adunlea,7920,8540,0.0,wecandothis covid19,CDCDirector,"south east cork, munster, roi","i m pleased to welcome the #wecandothis bus to atlanta today remember there are 3 easy ways to find a #covid19 vaccine near you:  
  search   
 text your zip code to 438829  
  call 1-800-232-0233"
2021-06-18 19:48:47+00:00,http://twitter.com/download/android,"Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️)",0.7,0.7,en,107,73.0,mougendi,8802,3747,0.0, ,benphillips76,"nairobi, kenya",governments the world health organisation and ngos around the world asked pfizer to ensure that science will win by letting go of saying that they own the life-saving vaccine recipe pfizer has responded by saying that they also own the words  science will win  (not kidding   )
2021-06-18 19:48:48+00:00,http://twitter.com/download/android,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,163,107.0,trowelledarch,793,1028,0.0, ,shawajason,"leicester, england",rt : liars you tried to load off your expired vaccines just another war crime by israel
2021-06-18 19:48:54+00:00,http://twitter.com/download/iphone,N.S. to waive ambulance fees for people who have adverse reactions to COVID vaccines - Change follows several people being told their cases weren't COVID emergencies #vaccine #covid19  https://t.co/C2f9CjbG8M,0.0,0.0,en,22,29.0,tasha31428819,748,698,0.0, ,VaccineChoiceCA, ,ns to waive ambulance fees for people who have adverse reactions to covid vaccines - change follows several people being told their cases weren't covid emergencies #vaccine #covid19
2021-06-18 19:48:56+00:00,http://twitter.com/download/android,"As #Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow public health measures to help #StopTheSpread. 👇
 
More info ➡️ https://t.co/ViwgoKpPdM https://t.co/b8CJjdCiCz",0.3,0.5222222222222223,en,11,4.0,OlayiwolaLukm18,147,412,0.0,covid19,Canada,nigeria,"as #covid19 vaccines roll out across the country it s important that we continue to work together and follow public health measures to help #stopthespread  
 
more info"
2021-06-18 19:49:06+00:00,http://twitter.com/download/android,"Excited to be racing at @roadamerica this weekend. Come on another drive with me to #VaccinEquity &amp; #GoGiveOne to get vaccines to everyone, everywhere. Let's help vaccinate the world against #COVID19 https://t.co/Rg6ZOXLW97 @IndyCar @WHOFoundation @WHO https://t.co/HtrVKKviSQ",0.375,0.75,en,432,27.0,asmelashazmera,27,11,0.0,vaccinequity gogiveone,RGrosjean roadamerica, ,excited to be racing at  this weekend come on another drive with me to #vaccinequity &amp; #gogiveone to get vaccines to everyone everywhere let's help vaccinate the world against #covid19
2021-06-18 19:49:09+00:00,http://twitter.com/download/iphone,"Join the Bay Area Health Funders Group 6/21 for a discussion on what’s needed in this phase of the vaccination effort, &amp; how philanthropy can respond to ensure vaccinations are reaching communities that have experienced the most severe impacts of #COVID19 https://t.co/RLHxcSPkI8 https://t.co/iXZWISBA9n",0.65,0.7,en,1,1.0,LatinoCommFdn,7110,1523,0.0, ,NorCalGrant,san francisco,join the bay area health funders group 6/21 for a discussion on what s needed in this phase of the vaccination effort &amp; how philanthropy can respond to ensure vaccinations are reaching communities that have experienced the most severe impacts of #covid19
2021-06-18 19:49:11+00:00,https://mobile.twitter.com,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,781,258.0,Liverpotlian,1378,3473,0.0,wecandothis covid19,CDCDirector, ,"i m pleased to welcome the #wecandothis bus to atlanta today remember there are 3 easy ways to find a #covid19 vaccine near you:  
  search   
 text your zip code to 438829  
  call 1-800-232-0233"
2021-06-18 19:49:36+00:00,http://twitter.com/download/android,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,783,259.0,JRST1120,2072,2141,0.0,wecandothis covid19,CDCDirector, ,"i m pleased to welcome the #wecandothis bus to atlanta today remember there are 3 easy ways to find a #covid19 vaccine near you:  
  search   
 text your zip code to 438829  
  call 1-800-232-0233"
2021-06-18 19:49:36+00:00,http://twitter.com/download/iphone,RT @brianmsomi: The looting stats???,0.0,0.0,en,0,1.0,yayahCreative,8768,986,0.0, ,brianmsomi,mam winnie's heart,rt : the looting stats
2021-06-18 19:49:44+00:00,http://twitter.com/download/android,Of course they are them racist devil's don't want to feed house or help they want to kill as many as possible becau… https://t.co/RXPcEOWUCA,0.25,0.75,en,0,0.0,flipartest,0,0,0.0, , , ,of course they are them racist devil's don't want to feed house or help they want to kill as many as possible becau
2021-06-18 19:49:46+00:00,https://mobile.twitter.com,CA students don't have much resources but when we have vaccines to fight this pandemic then isn't it a wise &amp; prude… https://t.co/I7InODVCSH,0.4499999999999999,0.55,en,0,0.0,CAStude28880904,10,27,0.0, , ,delhi,ca students don't have much resources but when we have vaccines to fight this pandemic then isn't it a wise &amp; prude
2021-06-18 19:49:48+00:00,http://twitter.com/download/iphone,RT @Givenkazeni: Zweli please just release the graphic designers. What are these fireworks.,0.0,0.4,en,23,4.0,tumelohh,577,1876,0.0, ,Givenkazeni,johannesburg,rt : zweli please just release the graphic designers what are these fireworks
2021-06-18 19:49:49+00:00,http://twitter.com/download/android,"The timely delivery of #COVID19 vaccines is crucial. 

I welcome today’s decision by the Belgian Court of First Instance ordering #AstraZeneca to urgently deliver 50 million doses to 🇪🇺, as follows: 15 million doses by 26 July, 20 million by 23 August, 15 million by 27 September.",0.35,0.7444444444444445,en,234,96.0,Puddleglum55,774,984,0.0,covid19,SKyriakidesEU,"liverpool, england","the timely delivery of #covid19 vaccines is crucial 

i welcome today s decision by the belgian court of first instance ordering #astrazeneca to urgently deliver 50 million doses to    as follows: 15 million doses by 26 july 20 million by 23 august 15 million by 27 september"
2021-06-18 19:49:54+00:00,http://twitter.com/download/iphone,"As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl",0.0,0.5,en,99,32.0,peter_jr21,563,914,0.0,covid19,KalainH,antigua & barbuda // st. kitts,"as of june 17th t&amp;t has administered 201313 doses of a who-approved #covid19 vaccine the country has approximately 56% of available stock remaining

in tobago that number is lower at 15% (june 17th) with 3000 sinopharm doses arriving on monday"
2021-06-18 19:50:00+00:00,https://about.twitter.com/products/tweetdeck,"In spite of dealing with challenges at home, India along with South Africa has championed a patent waiver for vacci… https://t.co/8WhozWyFvJ",0.0,0.0,en,0,0.0,orfonline,95157,130,0.0, , ,india,in spite of dealing with challenges at home india along with south africa has championed a patent waiver for vacci
2021-06-18 19:50:01+00:00,https://www.hootsuite.com,"Yesterday, Canada received 1 million more Moderna mRNA vaccines from the USA. 

#GOC expects over 20 million… https://t.co/N4FPoCHmN8",0.5,0.5,en,0,0.0,HedyFry,20457,1852,0.0,goc, ,vancouver centre,"yesterday canada received 1 million more moderna mrna vaccines from the usa 

#goc expects over 20 million"
2021-06-18 19:50:21+00:00,https://mobile.twitter.com,CA students don't have much resources but when we have vaccines to fight this pandemic then isn't it a wise &amp; prude… https://t.co/bVanSfmTF3,0.4499999999999999,0.55,en,0,0.0,CAStude28880904,10,27,0.0, , ,delhi,ca students don't have much resources but when we have vaccines to fight this pandemic then isn't it a wise &amp; prude
2021-06-18 19:50:21+00:00,http://twitter.com/download/android,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0.0,0.0,en,164,108.0,GeeMakki1,71,163,0.0, ,shawajason, ,rt : liars you tried to load off your expired vaccines just another war crime by israel
2021-06-18 19:50:24+00:00,http://twitter.com/download/iphone,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,28,25.0,NozzyMash,1734,82,0.0,coronavirus,SABCNews, ,south africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589 the department of health has also reported 118 more deaths bringing the total to 58 411
2021-06-18 19:50:25+00:00,https://mobile.twitter.com,"How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,81,43.0,healingprof,0,3,0.0,covid19,CDCgov US_FDA,california,"how do we know #covid19 vaccines are safe

cdc &amp;  have safety monitoring systems to make sure every vaccine is as safe as possible one system vaers records adverse events from patients and doctors and can signal a potential safety issue more:"
2021-06-18 19:50:27+00:00,http://twitter.com/download/iphone,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,786,260.0,vinfrankl,784,914,0.0,wecandothis covid19,CDCDirector,"houston, tx","i m pleased to welcome the #wecandothis bus to atlanta today remember there are 3 easy ways to find a #covid19 vaccine near you:  
  search   
 text your zip code to 438829  
  call 1-800-232-0233"
2021-06-18 19:50:27+00:00,http://twitter.com/download/iphone,RT @RayshonnaHill: This was a great training facilitated at Barry Farm Recreation Center. #Taketheshotdc #activateward8,0.35,0.425,en,0,1.0,falcicchio,5898,538,0.0,taketheshotdc activateward8,RayshonnaHill,"district of columbia, usa",rt : this was a great training facilitated at barry farm recreation center #taketheshotdc #activateward8
2021-06-18 19:50:29+00:00,http://twitter.com/download/android,"Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD",3.7007434154171876e-17,0.6333333333333334,en,562,367.0,Horace68914368,5,7,0.0, ,RealJoelSmalley, ,yet another amazingly qualified and courageous doctor roger hodkinson speaks out against the crazy government policy responses to covid  i have condensed his 45 minutes on the hirewire to 6 twitter size edits starting with an overview of interventions and vaccines
2021-06-18 19:50:40+00:00,http://twitter.com/download/iphone,Thank you to @DrugStoreNews for this mention of what our @NACDS leaders from @kroger and @MyGNP are saying!… https://t.co/uHYNn0MFGT,0.0,0.0,en,0,0.0,CPKinVA,171,300,0.0, ,DrugStoreNews NACDS kroger MyGNP,"washington, dc",thank you to  for this mention of what our  leaders from  and  are saying
2021-06-18 19:50:41+00:00,http://www.linkedin.com/,Rich countries using the word 'donate' when it comes to sharing their (oversupply of) #covid19 vaccines with low in… https://t.co/7YxDqCzN07,0.1875,0.525,en,0,0.0,mc_enenkel,317,849,0.0,covid19, ,"vienna, austria",rich countries using the word 'donate' when it comes to sharing their (oversupply of) #covid19 vaccines with low in
2021-06-18 19:50:41+00:00,https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels,"Pin Code:[412115] 
Symbiosis University Hospital
Vaccines: COVISHIELD,
Min Age Limit: [18],
Dose1 Capacity: 0,2,
Do… https://t.co/W3SJrKQXJE",-0.75,1.0,en,0,0.0,PuneUpdater,88,0,0.0, , , ,"pin code:[412115] 
symbiosis university hospital
vaccines: covishield
min age limit: [18]
dose1 capacity: 02
do"
2021-06-18 19:50:47+00:00,http://twitter.com/download/iphone,"Some good news for Friday. Yesterday we had our highest daily administration of vaccines at over 58,000. On course for up to 330,000 this week. Hospital #Covid19 inpatients down to 52 (24 hospitals with 2 or less), 18 in ICU. As always, let's protect this huge progress @HSELive",0.1555555555555555,0.3711111111111111,en,1892,136.0,tonydoco,1105,2747,0.0, ,paulreiddublin,cork. ireland,some good news for friday yesterday we had our highest daily administration of vaccines at over 58000 on course for up to 330000 this week hospital #covid19 inpatients down to 52 (24 hospitals with 2 or less) 18 in icu as always let's protect this huge progress
2021-06-18 19:51:05+00:00,http://twitter.com/download/iphone,"🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.1666666666666666,0.1888888888888888,en,572,634.0,imaginemeneedy,1083,600,0.0, ,TelGlobalHealth WHOAFRO, ,"africa is ""in the midst of a full-blown third wave"" of coronavirus the head of  has warned

cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

 reports ~"
2021-06-18 19:51:16+00:00,https://mobile.twitter.com,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,0.0,0.0,en,165,109.0,njamescouk,170,137,0.0, ,shawajason, ,rt : liars you tried to load off your expired vaccines just another war crime by israel
2021-06-18 19:51:16+00:00,https://mobile.twitter.com,"@21WIRE Well, since studies have been done showing mRNA vaccines are safe during pregnancy and alcohol has definite… https://t.co/OxhOWR0NCH",0.5,0.5,en,0,0.0,SteamFlyerJames,1907,2115,0.0, ,21WIRE,savage pellucidar ,@21wire well since studies have been done showing mrna vaccines are safe during pregnancy and alcohol has definite
